dataset,algorithm,r2_test,mse_test,symbolic_solution
feynman_III_12_43,AIFeynman,1.0,1.1949963896615255e-31,False
feynman_III_12_43,AIFeynman,1.0,1.2747813502072711e-31,False
feynman_III_12_43,AIFeynman,1.0,1.262767553288579e-31,False
feynman_III_12_43,AIFeynman,1.0,1.2449907576786982e-31,False
feynman_III_12_43,AIFeynman,1.0,1.1998959554400468e-31,False
feynman_III_12_43,AIFeynman,1.0,1.1996996646601147e-31,False
feynman_III_12_43,AIFeynman,1.0,1.2021324993658646e-31,False
feynman_III_12_43,AIFeynman,1.0,1.1805402054245595e-31,False
feynman_III_12_43,AIFeynman,1.0,1.1944694552287411e-31,False
feynman_III_12_43,AIFeynman,1.0,1.2297740622252926e-31,False
feynman_III_12_43,BSR,0.999999999999897,6.673215924445033e-14,True
feynman_III_12_43,BSR,0.9940172900861316,0.003909714584037,False
feynman_III_12_43,BSR,1.0,3.554210534609433e-17,False
feynman_III_12_43,BSR,0.9999999999999668,2.152364269532721e-14,True
feynman_III_12_43,BSR,0.9999735019451808,1.7299666310941726e-05,False
feynman_III_12_43,BSR,0.9999999819338284,1.1710700788379438e-08,False
feynman_III_12_43,BSR,0.9775943878919808,0.0143817800145284,False
feynman_III_12_43,BSR,0.999999999866345,8.753499711813428e-11,False
feynman_III_12_43,DSR,0.95644490674853,0.0284633528527983,False
feynman_III_12_43,DSR,0.9825336125091584,0.0113561331906914,False
feynman_III_12_43,DSR,0.9651342176534696,0.022673022139698,False
feynman_III_12_43,DSR,0.9684077748101678,0.0204693794075914,False
feynman_III_12_43,DSR,0.9037319115995442,0.0628501154930252,False
feynman_III_12_43,DSR,0.9684655650879044,0.0204409844739692,False
feynman_III_12_43,DSR,0.9631485701423316,0.0236543038805946,False
feynman_III_12_43,DSR,0.9632122967290804,0.0240934627729118,False
feynman_III_12_43,EPLEX,0.995548839487068,0.0028840163298348,False
feynman_III_12_43,EPLEX,0.9999752898073322,1.614816730853282e-05,False
feynman_III_12_43,EPLEX,0.9994539765534394,0.0003550084405051,False
feynman_III_12_43,EPLEX,0.9999769059726552,1.5017916078320311e-05,False
feynman_III_12_43,EPLEX,0.9997582021946672,0.0001578614496623,False
feynman_III_12_43,EPLEX,0.9999993968395396,3.909755681330041e-07,True
